caseid,person_id,arrest_date,dispos_date,treat,re_arrest,prior_arrests,address,race,gender,bdate,city,age,gr9_gpa,gr10_gpa,reconstructed_prior_arrests,reconstructed_re_arrest
45355,8028,2012-05-03,2013-09-27,0,0,3,"1854 W PRYOR AVE, CHICAGO",WHITE,M,1986-07-02,chicago,25.0,,,3,0
49355,8029,2013-02-03,2014-07-31,1,1,4,"604 E GROVELAND PARK, CHICAGO",BLACK,F,1987-08-02,chicago,25.0,,,4,1
62694,8029,2013-10-25,2014-03-15,0,0,5,"5811 N EDENS EXPY OB, CHICAGO",BLACK,F,1987-08-02,chicago,26.0,,,5,0
13697,8031,2013-09-30,2015-02-24,0,0,3,"8747 S DOBSON AVE, CHICAGO",BLACK,M,1978-03-29,chicago,35.0,,,3,0
97676,8033,2012-01-21,2012-10-14,1,0,3,"2252 N HERMITAGE AVE, CHICAGO",BLACK,M,1983-07-20,chicago,28.0,,,3,0
89835,8034,2012-06-22,2013-01-27,1,0,8,"1484 W LOYOLA AVE, CHICAGO",WHITE,M,1970-12-19,chicago,41.0,,,8,0
87121,8034,2013-03-16,2013-05-13,1,0,9,"3992 W HOWARD ST, CHICAGO",WHITE,M,1970-12-19,chicago,42.0,,,9,0
68375,8035,2013-10-25,2015-09-14,1,0,3,"6393 N NOKOMIS AVE, CHICAGO",BLACK,M,1983-04-23,chicago,30.0,,,3,0
52322,8036,2013-08-07,2014-01-30,0,0,3,"5085 N NEENAH AVE, CHICAGO",BLACK,M,1981-02-03,chicago,32.0,,,3,0
73766,8037,2013-01-23,2013-11-06,1,1,7,"2321 N KENNEDY FULLERTON AV XR, CHICAGO",BLACK,M,1967-07-22,chicago,45.0,,,7,1
80180,8037,2013-05-05,2016-05-08,1,0,8,"13317 S RIVERDALE AVE, CHICAGO",BLACK,M,1967-07-22,chicago,45.0,,,8,0
21554,8038,2012-03-20,2012-10-20,0,1,3,"541 E 137TH ST, CHICAGO",ASIAN,M,1990-09-16,chicago,21.0,,,3,1
17087,8038,2012-08-22,2012-12-09,1,1,4,"1679 N CLEVELAND AVE, CHICAGO",ASIAN,M,1990-09-16,chicago,21.0,,,4,1
12704,8038,2012-09-23,2012-11-29,0,1,5,"678 W BROMPTON AVE, Chicago",ASIAN,M,1990-09-16,chicago,22.0,,,5,1
34528,8038,2012-10-24,2013-11-25,0,1,6,"4192 S KILDARE BLVD, CHICAGO",ASIAN,M,1990-09-16,chicago,22.0,,,6,1
97647,8038,2013-02-16,2013-03-01,0,0,7,"3616 W MONTICELLO AVE, CHICAGO",ASIAN,M,1990-09-16,chicago,22.0,,,7,0
32438,8038,2013-03-24,2013-11-13,1,1,8,"3408 W 78TH PL, CHICAGO",ASIAN,M,1990-09-16,chicago,22.0,,,8,1
82226,8038,2013-04-08,2014-05-04,1,0,9,"2754 S CROWELL ST, CHICAGO",ASIAN,M,1990-09-16,chicago,22.0,,,9,0
88790,8039,2013-02-06,2013-09-26,0,0,1,"2359 W CORTEZ ST, Chicago",WHITE,F,1987-08-05,chicago,25.0,,,1,0
55531,8040,2012-06-14,2012-07-02,0,0,0,"1648 N MEYER AVE, CHICAGO",BLACK,M,1987-12-11,chicago,24.0,2.714,2.2,0,0
37225,8040,2012-11-08,2013-08-15,0,1,1,"1767 N ASHLAND AVE, CHICAGO",BLACK,M,1987-12-11,chicago,24.0,2.714,2.2,1,1
80723,8040,2012-11-21,2013-02-20,0,0,2,"1066 E 129TH PL, CHICAGO",BLACK,M,1987-12-11,chicago,24.0,2.714,2.2,2,0
364,8041,2013-06-20,2014-01-07,1,1,3,"1322 W HASTINGS ST, CHICAGO",BLACK,M,1991-12-17,chicago,21.0,,,3,1
15275,8041,2013-08-13,2013-08-18,0,0,4,"5080 W 58TH ST, CHICAGO",BLACK,M,1991-12-17,chicago,21.0,,,4,0
44290,8042,2012-10-15,2013-07-31,1,0,2,"0 S MIDWAY AIRPORT CICERO AVE ER NB, CHICAGO",BLACK,M,1986-04-13,chicago,26.0,,,2,0
78479,8043,2012-09-21,2012-11-05,1,0,5,"1888 S CALUMET PKWY, CHICAGO",BLACK,F,1972-03-19,chicago,40.0,,,5,0
56133,8044,2012-03-09,2013-08-04,0,1,0,"730 W ARCADE PL, CHICAGO",WHITE,M,1983-09-05,chicago,28.0,,,0,1
23868,8044,2013-07-22,2013-09-20,0,0,1,"3851 S GILES AVE, CHICAGO",WHITE,M,1983-09-05,chicago,29.0,,,1,0
19256,8045,2012-08-08,2012-11-11,0,0,4,"28 E 11TH ST, CHICAGO",WHITE,M,1988-02-04,chicago,24.0,2.5,1.571,4,0
20734,8045,2013-08-24,2013-10-19,0,1,5,"6877 S BENNETT AVE, CHICAGO",WHITE,M,1988-02-04,chicago,25.0,,,5,1
93409,8045,2013-09-24,2013-11-27,1,0,6,"2119 N EDWARD CT, CHICAGO",WHITE,M,1988-02-04,chicago,25.0,,,6,0
55884,8046,2012-07-24,2014-02-11,1,1,4,"6209 N HAMLIN AVE, CHICAGO",BLACK,M,1980-01-20,chicago,32.0,,,4,1
32149,8046,2013-07-31,2013-09-15,1,0,5,"2399 W 17TH ST, CHICAGO",BLACK,M,1980-01-20,chicago,33.0,,,5,0
31672,8047,2012-07-30,2013-08-05,0,1,5,"2784 W ST GEORGES CT, CHICAGO",BLACK,M,1984-01-26,chicago,28.0,,,5,1
35972,8047,2013-08-03,2014-02-04,0,0,6,"5023 S DAN RYAN 51ST ST XR, CHICAGO",BLACK,M,1984-01-26,chicago,29.0,,,6,0
11070,8048,2012-06-03,2012-11-19,0,0,1,"6351 N MCAULEY CT, Chicago",BLACK,M,1986-11-30,chicago,25.0,,,1,0
80407,8049,2013-06-02,2014-01-05,0,0,2,"487 W 89TH ST, CHICAGO",BLACK,F,1985-11-29,chicago,27.0,,,2,0
47322,8050,2012-11-28,2013-07-07,0,0,0,"1515 W ELMDALE AVE, CHICAGO",BLACK,M,1986-05-27,chicago,26.0,,,0,0
20597,8051,2012-05-23,2012-12-23,1,0,1,"4292 W FERDINAND ST, CHICAGO",ASIAN,M,1988-11-19,chicago,23.0,,,1,0
75503,8052,2012-03-23,2015-10-12,0,0,1,"2767 W MANN DR, CHICAGO",BLACK,M,1989-09-19,chicago,22.0,,,1,0
30675,8053,2012-02-23,2012-03-15,1,0,4,"4949 N POTAWATOMIE AVE, CHICAGO",BLACK,M,1977-08-22,chicago,34.0,,,4,0
32985,8053,2013-10-06,2013-11-05,0,0,5,"324 E 134TH PL, CHICAGO",BLACK,M,1977-08-22,chicago,36.0,,,5,0
3437,8054,2012-10-24,2014-01-08,1,1,3,"2037 W 41ST ST, CHICAGO",BLACK,F,1978-04-22,chicago,34.0,,,3,1
46897,8054,2013-10-24,2015-03-23,1,0,4,"2280 S DAN RYAN IB CANALPORT AV XR, CHICAGO",BLACK,F,1978-04-22,chicago,35.0,,,4,0
63245,8055,2012-07-07,2012-08-30,1,0,4,"3437 W HENDERSON ST, CHICAGO",BLACK,M,1982-01-03,chicago,30.0,,,4,0
5495,8056,2012-02-10,2012-02-20,1,0,1,"3870 N MOBILE AVE, CHICAGO",BLACK,M,1999-08-09,chicago,12.0,,,1,0
90153,8056,2013-08-22,2014-01-08,0,0,2,"4647 W OHIO ST, CHICAGO",BLACK,M,1999-08-09,chicago,14.0,,,2,0
82328,8058,2012-06-12,2012-09-28,0,0,1,"4057 W 52ND ST, Chicago",BLACK,M,1982-12-09,chicago,29.0,,,1,0
92865,8058,2013-06-14,2014-06-14,0,1,2,"790 W 65TH PL, CHICAGO",BLACK,M,1982-12-09,chicago,30.0,,,2,1
20474,8058,2013-08-05,2013-09-25,1,0,3,"7823 S ANTHONY AVE, Chicago",BLACK,M,1982-12-09,chicago,30.0,,,3,0
81080,8060,2012-12-07,2012-12-29,0,0,3,"12209 S CARONDOLET AVE, CHICAGO",WHITE,M,1982-06-05,chicago,30.0,,,3,0
82040,8061,2012-12-18,2013-01-06,0,0,0,"409 E MCFETRIDGE DR N, CHICAGO",BLACK,M,1988-06-15,chicago,24.0,,,0,0
82069,8062,2012-04-22,2012-09-18,0,0,1,"3615 W 35TH PL, Chicago",BLACK,F,1990-10-19,chicago,21.0,,,1,0
93880,8062,2012-10-02,2013-02-28,1,1,2,"217 W 65TH ST, CHICAGO",BLACK,F,1990-10-19,chicago,21.0,,,2,1
59404,8062,2012-11-01,2012-11-19,1,0,3,"2949 N KENNEDY SACRAMENTO AV ER, CHICAGO",BLACK,F,1990-10-19,chicago,22.0,,,3,0
35290,8065,2012-01-05,2013-04-22,1,1,6,"1357 W KENNEDY AUGUSTA BL XR, CHICAGO",BLACK,F,1958-07-04,chicago,53.0,,,6,1
23402,8065,2012-05-07,2013-03-28,0,0,7,"244 E 16TH ST, CHICAGO",BLACK,F,1958-07-04,chicago,53.0,,,7,0
79477,8067,2012-01-16,2012-01-25,1,0,4,"5750 S AUSTIN AVE, CHICAGO",BLACK,M,1980-07-14,chicago,31.0,,,4,0
42305,8067,2013-04-27,2014-02-23,0,1,5,"7504 W HORTENSE AVE, CHICAGO",BLACK,M,1980-07-14,chicago,32.0,,,5,1
33418,8067,2013-07-23,2013-10-15,0,0,6,"2361 W 36TH PL, Chicago",BLACK,M,1980-07-14,chicago,33.0,,,6,0
8121,8068,2012-07-11,2012-12-12,0,0,3,"12284 S GREEN ST, CHICAGO",BLACK,F,1985-01-07,chicago,27.0,,,3,0
66667,8069,2012-06-03,2012-12-24,0,0,2,"6875 W 54TH ST, CHICAGO",BLACK,F,1989-11-30,chicago,22.0,,,2,0
74884,8070,2012-01-27,2012-09-17,0,0,5,"3896 E FOREMAN DR, Chicago",BLACK,M,1977-07-26,chicago,34.0,,,5,0
15195,8071,2012-05-03,2012-06-08,0,0,2,"1014 W ANCONA ST, CHICAGO",WHITE,F,1989-10-30,chicago,22.0,,,2,0
18468,8071,2013-06-19,2013-07-02,0,0,3,"2980 N HAMLIN AVE, CHICAGO",WHITE,F,1989-10-30,chicago,23.0,,,3,0
35212,8072,2013-07-06,2013-07-18,0,0,2,"1576 N DEARBORN PKWY, CHICAGO",BLACK,M,1990-01-02,chicago,23.0,,,2,0
98011,8074,2012-03-30,2013-09-19,1,0,0,"2474 W 74TH PL, CHICAGO",WHITE,F,1996-09-26,chicago,15.0,,,0,0
61174,8074,2013-10-06,2014-02-08,1,0,1,"1617 N WELLS ST, CHICAGO",WHITE,F,1996-09-26,chicago,17.0,,,1,0
66311,8075,2013-04-04,2013-06-29,1,1,4,"5977 S NATCHEZ AVE, CHICAGO",WHITE,M,1982-10-01,chicago,30.0,,,4,1
66811,8075,2013-05-22,2014-11-12,0,0,5,"4477 N KENNEDY EXPRESS ER, CHICAGO",WHITE,M,1982-10-01,chicago,30.0,,,5,0
13894,8076,2012-01-03,2012-05-02,0,1,6,"292 W 114TH PL, CHICAGO",BLACK,M,1968-07-01,chicago,43.0,,,6,1
64241,8076,2012-02-19,2013-06-04,1,1,7,"4791 S SPAULDING AVE, CHICAGO",BLACK,M,1968-07-01,chicago,43.0,,,7,1
87936,8076,2012-05-30,2012-07-12,0,0,8,"3831 W 75TH PL, CHICAGO",BLACK,M,1968-07-01,chicago,43.0,,,8,0
37170,8077,2012-09-24,2013-02-22,1,1,4,"3032 E 116TH ST, CHICAGO",BLACK,M,1979-03-23,chicago,33.0,,,4,1
44763,8077,2013-01-13,2013-04-14,0,0,5,"650 W 16TH PL, CHICAGO",BLACK,M,1979-03-23,chicago,33.0,,,5,0
6303,8078,2012-12-10,2015-01-05,1,1,6,"11196 S BISHOP FORD 111TH ST ER WB, CHICAGO",BLACK,M,1967-06-08,chicago,45.0,,,6,1
20884,8078,2013-07-04,2014-05-20,1,0,7,"12149 S DOTY AVE W, CHICAGO",BLACK,M,1967-06-08,chicago,46.0,,,7,0
43735,8079,2012-06-28,2012-10-06,1,0,4,"708 W SCOTT ST, CHICAGO",BLACK,F,1988-12-25,chicago,23.0,,,4,0
50992,8080,2012-02-09,2013-03-23,1,0,2,"2030 W 118TH ST, CHICAGO",WHITE,M,1990-08-08,chicago,21.0,,,2,0
46498,8082,2012-12-14,2013-01-04,0,0,0,"221 E CERMAK RD, CHICAGO",BLACK,M,1996-06-11,chicago,16.0,,,0,0
10388,8082,2013-10-17,2014-01-19,0,0,1,"5452 N REDWOOD AVE, CHICAGO",BLACK,M,1996-06-11,chicago,17.0,,,1,0
69991,8083,2012-06-22,2012-07-18,0,0,4,"3224 W 115TH ST, Chicago",BLACK,M,1975-12-19,chicago,36.0,,,4,0
7017,8083,2013-01-06,2013-11-09,1,0,5,"4442 S WESTERN BLVD, CHICAGO",BLACK,M,1975-12-19,chicago,37.0,,,5,0
65633,8084,2012-04-06,2012-06-12,1,0,1,"4648 S PACKERS AVE, CHICAGO",BLACK,M,1990-10-03,chicago,21.0,,,1,0
4797,8086,2013-02-22,2013-03-18,0,0,2,"7979 S DAN RYAN 83RD ST ER, CHICAGO",BLACK,M,1984-08-20,chicago,28.0,,,2,0
83406,8088,2012-07-05,2013-03-29,1,1,3,"6005 N NASHOTAH AVE, CHICAGO",BLACK,F,1980-01-01,chicago,32.0,,,3,1
19272,8088,2012-09-03,2013-02-17,1,0,4,"5146 S DAN RYAN 51ST ST XR, CHICAGO",BLACK,F,1980-01-01,chicago,32.0,,,4,0
40617,8090,2012-04-05,2012-09-05,1,0,2,"2468 N LAKEVIEW AVE, CHICAGO",BLACK,M,1979-10-02,chicago,32.0,,,2,0
73923,8091,2012-01-20,2012-05-10,0,0,0,"5207 N EDENS FOSTER AV ER, CHICAGO",WHITE,M,1991-07-19,chicago,20.0,,,0,0
80400,8092,2012-08-19,2012-12-31,0,0,4,"10353 S INDIANAPOLIS AVE, CHICAGO",BLACK,M,1981-02-15,chicago,31.0,,,4,0
22250,8092,2013-10-23,2014-02-15,0,0,5,"1135 W FULTON MARKET, Chicago",BLACK,M,1981-02-15,chicago,32.0,,,5,0
28952,8093,2012-10-20,2013-01-08,0,1,2,"5203 N DESPLAINES RD, Chicago",BLACK,M,1984-04-17,chicago,28.0,,,2,1
67457,8093,2012-11-17,2012-12-25,1,0,3,"7131 W FOSTER PL, CHICAGO",BLACK,M,1984-04-17,chicago,28.0,,,3,0
95808,8094,2012-08-01,2012-10-05,0,0,2,"878 W NEWPORT AVE, Chicago",BLACK,M,1987-01-28,chicago,25.0,,,2,0
85161,8095,2012-03-01,2012-03-11,1,0,1,"410 E MONROE DR, CHICAGO",BLACK,M,1984-08-28,chicago,27.0,,,1,0
40722,8095,2012-08-06,2012-10-26,1,1,2,"4085 N KENNEDY EXPRESS RL, CHICAGO",BLACK,M,1984-08-28,chicago,27.0,,,2,1
98072,8095,2012-09-09,2012-10-06,0,0,3,"8444 W BRODMAN AVE, CHICAGO",BLACK,M,1984-08-28,chicago,28.0,,,3,0
98730,8096,2013-02-24,2013-06-08,0,0,3,"464 N LAKE SHORE LOWER DR, CHICAGO",ASIAN,M,1980-08-22,chicago,32.0,,,3,0
79313,8098,2013-05-02,2013-06-01,0,0,2,"2198 W 92ND PL, CHICAGO",WHITE,M,1984-10-29,chicago,28.0,,,2,0
10640,8100,2013-07-28,2015-08-17,0,0,4,"1647 W WALTER BURLEY GRIFFIN PL, CHICAGO",BLACK,M,1983-01-24,chicago,30.0,,,4,0
42781,8101,2012-01-17,2012-04-13,0,0,2,"4463 N LSD MONTROSE AV ER, CHICAGO",BLACK,M,1987-07-16,chicago,24.0,2.5,3.571,2,0
62234,8102,2013-05-27,2013-11-17,1,0,4,"10529 S CHICAGO SKYWAY INDIANAPOLIS AV XR, CHICAGO",BLACK,M,1967-11-23,chicago,45.0,,,4,0
62299,8103,2012-03-05,2012-08-23,1,0,4,"911 N LAKE SHORE DR, CHICAGO",WHITE,M,1987-09-01,chicago,24.0,2.0,2.143,4,0
72969,8104,2012-01-25,2013-05-07,0,0,2,"4404 N EDENS OB ER, CHICAGO",BLACK,M,1988-07-23,chicago,23.0,,,2,0
45458,8105,2012-11-19,2014-05-27,1,1,4,"45 E NORTH AVE, Chicago",BLACK,M,1978-05-18,chicago,34.0,,,4,1
11204,8105,2012-12-02,2013-10-05,0,1,5,"1303 W SHERMAN PARK   N, CHICAGO",BLACK,M,1978-05-18,chicago,34.0,,,5,1
58936,8105,2013-02-25,2013-06-17,1,1,6,"1119 W ANCONA ST, CHICAGO",BLACK,M,1978-05-18,chicago,34.0,,,6,1
48267,8105,2013-03-16,2013-05-08,1,0,7,"1460 W NORWOOD ST, CHICAGO",BLACK,M,1978-05-18,chicago,34.0,,,7,0
53882,8106,2012-01-30,2012-09-07,1,0,0,"190 W FULLERTON DR, Chicago",WHITE,M,1992-07-28,chicago,19.0,,,0,0
67869,8106,2012-11-26,2012-12-10,0,0,1,"6184 N LEMONT AVE, Chicago",WHITE,M,1992-07-28,chicago,20.0,,,1,0
71024,8106,2013-10-24,2014-04-03,1,0,2,"11 N WACKER DR, CHICAGO",WHITE,M,1992-07-28,chicago,21.0,,,2,0
57020,8109,2012-07-15,2013-03-12,1,0,0,"1261 N KENNEDY DIVISION ST ER, CHICAGO",ASIAN,F,1988-01-11,chicago,24.0,1.6,3.0,0,0
61100,8109,2013-10-04,2014-11-24,0,0,1,"3957 W HOLLYWOOD AVE, CHICAGO",ASIAN,F,1988-01-11,chicago,25.0,,,1,0
64260,8110,2012-03-16,2012-09-24,1,0,2,"837 W 93RD ST, Chicago",BLACK,M,1987-09-12,chicago,24.0,1.571,3.571,2,0
45200,8111,2013-02-13,2013-02-23,1,0,4,"8967 S ANTHONY AVE, CHICAGO",BLACK,M,1967-08-12,chicago,45.0,,,4,0
50403,8112,2012-04-29,2012-07-16,0,0,2,"6752 N LOLETA AVE, CHICAGO",ASIAN,M,1986-10-26,chicago,25.0,,,2,0
74579,8113,2012-09-30,2013-03-06,0,0,4,"1853 W 89TH PL, CHICAGO",BLACK,M,1982-03-29,chicago,30.0,,,4,0
14323,8113,2013-09-29,2013-12-30,0,1,5,"2678 N NAGLE AVE, CHICAGO",BLACK,M,1982-03-29,chicago,31.0,,,5,1
56650,8113,2013-10-10,2014-03-27,1,0,6,"156 E SOUTH WATER RAMP LOWER ST, CHICAGO",BLACK,M,1982-03-29,chicago,31.0,,,6,0
97310,8114,2012-05-15,2014-01-29,1,0,2,"558 W IRVING PARK DR, CHICAGO",BLACK,M,1993-11-11,chicago,18.0,,,2,0
41347,8115,2012-12-04,2013-04-19,0,0,2,"1020 W SHERIDAN RD, CHICAGO",BLACK,F,1975-06-02,chicago,37.0,,,2,0
51225,8118,2012-04-06,2013-05-23,1,1,7,"66 E SCOTT ST, CHICAGO",BLACK,M,1967-10-03,chicago,44.0,,,7,1
61255,8118,2012-08-11,2012-08-29,1,0,8,"466 N RUSH ST, CHICAGO",BLACK,M,1967-10-03,chicago,44.0,,,8,0
55121,8121,2012-05-28,2012-06-11,1,0,1,"2360 W 115TH PL, CHICAGO",BLACK,M,1986-11-24,chicago,25.0,,,1,0
58060,8121,2013-08-08,2013-09-03,0,0,2,"2106 W HOPKINS PL, CHICAGO",BLACK,M,1986-11-24,chicago,26.0,,,2,0
94342,8122,2013-10-14,2013-11-30,0,0,3,"8771 S HARVARD AVE, CHICAGO",ASIAN,M,1979-04-12,chicago,34.0,,,3,0
31407,8124,2012-02-12,2012-09-25,0,0,1,"6621 N ASHLAND AVE, CHICAGO",BLACK,M,1983-08-11,chicago,28.0,,,1,0
47247,8124,2013-01-02,2013-01-26,0,0,2,"449 W 52ND PL, CHICAGO",BLACK,M,1983-08-11,chicago,29.0,,,2,0
58758,8125,2013-01-26,2013-02-20,1,0,2,"6040 N KOLMAR AVE, CHICAGO",BLACK,M,1984-07-24,chicago,28.0,,,2,0
59034,8128,2013-07-09,2013-11-15,0,0,3,"1351 W 32ND ST, CHICAGO",BLACK,M,1983-01-05,chicago,30.0,,,3,0
47387,8129,2012-01-27,2012-02-29,0,0,3,"2052 W LEE PL, CHICAGO",BLACK,M,1988-07-25,chicago,23.0,3.286,3.5,3,0
55530,8129,2012-07-03,2013-04-24,0,1,4,"7511 W HORTENSE AVE, CHICAGO",BLACK,M,1988-07-25,chicago,23.0,3.286,3.5,4,1
41109,8129,2012-12-08,2013-10-20,1,1,5,"3081 S DAN RYAN EXPRESS EXPY OB, Chicago",BLACK,M,1988-07-25,chicago,24.0,3.286,3.5,5,1
52371,8129,2013-03-01,2013-03-30,1,0,6,"1692 W MONTEREY AVE, CHICAGO",BLACK,M,1988-07-25,chicago,24.0,3.286,3.5,6,0
64709,8129,2013-09-10,2015-01-21,1,1,7,"333 E WACKER RAMP, CHICAGO",BLACK,M,1988-07-25,chicago,25.0,,,7,1
97042,8129,2013-10-27,2014-02-19,1,0,8,"7204 S RACINE AVE, CHICAGO",BLACK,M,1988-07-25,chicago,25.0,,,8,0
66355,8130,2013-05-24,2013-07-31,0,0,4,"9665 S STONY ISLAND AVE W, CHICAGO",BLACK,F,1983-11-20,chicago,29.0,,,4,0
22504,8131,2013-04-26,2014-09-27,1,0,2,"1964 W CERMAK RD, CHICAGO",BLACK,M,1978-10-23,chicago,34.0,,,2,0
50585,8133,2012-01-14,2012-04-06,1,1,3,"1858 S MELODY CT, CHICAGO",WHITE,M,1982-07-13,chicago,29.0,,,3,1
76356,8133,2012-03-02,2012-09-16,0,1,4,"1284 S LSD COLUMBUS DR ER, Chicago",WHITE,M,1982-07-13,chicago,29.0,,,4,1
73493,8133,2012-08-06,2013-02-10,1,0,5,"48 E GOETHE ST, CHICAGO",WHITE,M,1982-07-13,chicago,30.0,,,5,0
40465,8134,2012-06-16,2012-07-02,1,0,0,"9200 S AVALON AVE, CHICAGO",BLACK,M,1995-12-13,chicago,16.0,,,0,0
36351,8134,2012-12-04,2014-08-17,1,1,1,"3818 S DAN RYAN 39TH ST XR, CHICAGO",BLACK,M,1995-12-13,chicago,16.0,,,1,1
70498,8134,2013-01-17,2013-03-06,0,0,2,"3450 S WESTERN SR, CHICAGO",BLACK,M,1995-12-13,chicago,17.0,,,2,0
85578,8135,2012-05-09,2012-07-16,1,1,7,"1674 W JULIAN ST, CHICAGO",BLACK,M,1970-11-05,chicago,41.0,,,7,1
28475,8135,2012-05-24,2012-08-29,1,1,8,"6381 W BERTEAU AVE, Chicago",BLACK,M,1970-11-05,chicago,41.0,,,8,1
85782,8135,2012-08-09,2013-02-11,1,0,9,"1376 N SANDBURG TER, CHICAGO",BLACK,M,1970-11-05,chicago,41.0,,,9,0
26692,8136,2013-08-01,2013-10-08,0,0,0,"501 E 31ST ST, CHICAGO",WHITE,M,1993-01-28,chicago,20.0,,,0,0
75975,8137,2012-04-29,2013-03-30,1,1,3,"1408 N WIELAND ST, CHICAGO",BLACK,M,1983-10-26,chicago,28.0,,,3,1
21288,8137,2013-02-15,2014-10-06,0,0,4,"110 N HOMAN BLVD, CHICAGO",BLACK,M,1983-10-26,chicago,29.0,,,4,0
76016,8138,2013-03-15,2013-05-15,1,0,3,"2404 N KEDZIE BLVD, CHICAGO",WHITE,M,1975-09-11,chicago,37.0,,,3,0
82195,8141,2013-10-19,2014-05-09,1,1,2,"3530 W FITCH AVE, CHICAGO",ASIAN,F,1985-04-17,chicago,28.0,,,2,1
69464,8141,2013-10-20,2016-02-21,0,0,3,"7106 S CHICAGO SKYWAY ST LAWRENCE AV ER, CHICAGO",ASIAN,F,1985-04-17,chicago,28.0,,,3,0
4318,8143,2012-04-23,2012-05-25,0,0,3,"5521 N EDENS CICERO AV XR, CHICAGO",WHITE,F,1979-10-20,chicago,32.0,,,3,0
37317,8143,2013-06-13,2014-10-16,0,1,4,"4229 N KENNEDY KOSTNER AV XR, CHICAGO",WHITE,F,1979-10-20,chicago,33.0,,,4,1
36890,8143,2013-06-29,2013-11-14,1,0,5,"3158 S LAWNDALE AVE, CHICAGO",WHITE,F,1979-10-20,chicago,33.0,,,5,0
42581,8144,2013-04-17,2014-12-10,0,0,3,"9037 S ELLIS AVE, CHICAGO",WHITE,F,1978-10-14,chicago,34.0,,,3,0
37841,8147,2012-05-04,2013-08-16,1,1,5,"5197 N LIEB AVE, CHICAGO",WHITE,M,1982-10-31,chicago,29.0,,,5,1
83050,8147,2012-10-16,2014-05-21,1,1,6,"1133 N CLEAVER ST, Chicago",WHITE,M,1982-10-31,chicago,29.0,,,6,1
33988,8147,2013-01-13,2013-04-20,1,0,7,"5596 N LAKE SHORE SR, CHICAGO",WHITE,M,1982-10-31,chicago,30.0,,,7,0
77817,8147,2013-05-16,2013-05-23,1,0,8,"3471 N ELAINE PL, CHICAGO",WHITE,M,1982-10-31,chicago,30.0,,,8,0
24185,8148,2012-11-13,2012-12-30,0,1,2,"6118 S NATOMA AVE, CHICAGO",BLACK,F,1982-05-12,chicago,30.0,,,2,1
45660,8148,2012-12-12,2014-05-28,0,1,3,"7907 S COLES AVE, CHICAGO",BLACK,F,1982-05-12,chicago,30.0,,,3,1
59815,8148,2013-01-09,2014-08-21,1,1,4,"989 E MIDWAY PLAISANCE, CHICAGO",BLACK,F,1982-05-12,chicago,30.0,,,4,1
53864,8148,2013-01-10,2013-02-24,1,0,5,"210 N ABERDEEN ST, CHICAGO",BLACK,F,1982-05-12,chicago,30.0,,,5,0
70421,8150,2012-09-19,2013-04-06,1,0,3,"8914 S YATES BLVD, CHICAGO",BLACK,M,1998-03-18,chicago,14.0,,,3,0
64043,8153,2012-04-18,2012-05-27,0,0,3,"6337 N LENOX AVE, CHICAGO",WHITE,F,1986-10-15,chicago,25.0,,,3,0
19667,8153,2013-03-07,2014-07-31,1,1,4,"191 N WEST WATER ST, CHICAGO",WHITE,F,1986-10-15,chicago,26.0,,,4,1
75903,8153,2013-05-14,2013-06-16,1,0,5,"100 E CHESTNUT ST, CHICAGO",WHITE,F,1986-10-15,chicago,26.0,,,5,0
84429,8154,2013-05-09,2013-07-17,1,0,4,"11076 S ESMOND ST, CHICAGO",BLACK,F,1981-11-05,chicago,31.0,,,4,0
691,8155,2013-04-17,2013-08-31,0,0,0,"1372 W CHASE AVE, CHICAGO",BLACK,M,1991-10-14,chicago,21.0,,,0,0
79223,8157,2012-02-08,2012-05-30,1,1,3,"4755 N WINCHESTER AVE, CHICAGO",BLACK,M,1989-08-07,chicago,22.0,,,3,1
61760,8157,2012-05-11,2013-02-01,0,1,4,"2403 S MARSHALL BLVD, CHICAGO",BLACK,M,1989-08-07,chicago,22.0,,,4,1
31727,8157,2012-09-14,2012-09-19,0,0,5,"3715 S LOOMIS PL, CHICAGO",BLACK,M,1989-08-07,chicago,23.0,,,5,0
52013,8157,2012-10-22,2013-07-10,1,0,6,"2310 N STOCKTON DR, CHICAGO",BLACK,M,1989-08-07,chicago,23.0,,,6,0
49564,8159,2012-09-22,2013-06-15,0,0,3,"5932 N LEADER AVE, CHICAGO",BLACK,M,1993-03-21,chicago,19.0,,,3,0
23449,8160,2013-06-19,2014-01-20,1,0,5,"9049 S CLYDE AVE, CHICAGO",BLACK,F,1974-12-16,chicago,38.0,,,5,0
11660,8161,2012-01-15,2013-02-13,0,0,2,"5411 W WILSON AVE, CHICAGO",ASIAN,M,1990-07-14,chicago,21.0,,,2,0
92360,8163,2012-01-07,2012-09-23,0,0,3,"3021 S DAN RYAN EXPRESS FRANKLIN ER OB, CHICAGO",WHITE,M,1984-07-05,chicago,27.0,,,3,0
19694,8164,2012-07-06,2012-10-07,0,0,2,"5161 N KENNEDY CENTRAL AV XR, CHICAGO",BLACK,M,1987-01-02,chicago,25.0,,,2,0
101,8164,2013-09-24,2014-01-07,1,0,3,"5779 N KARLOV AVE, CHICAGO",BLACK,M,1987-01-02,chicago,26.0,,,3,0
36371,8165,2012-03-19,2012-10-30,1,1,3,"2281 W EISENHOWER OAKLEY BL XR, CHICAGO",BLACK,F,1980-09-15,chicago,31.0,,,3,1
